case_id,dice,iou,hd95
18,0.38906326419436255,0.2881721333506644,5.1491628628991695
19,0.7276785933015767,0.5988780290546767,2.302775637731995
20,0.7666996754570147,0.6216656397024816,2.23606797749979
21,0.34677429519100433,0.26543221701012704,1.5811388300841898
22,0.6522656855950218,0.535318782622231,2.5098824189185422
23,0.7885154276547197,0.6570881776299923,2.118033988749895
24,0.7766612172258933,0.6351425956198584,2.23606797749979
25,0.7859606112602809,0.6473931027459052,1.7071067811865475
26,0.7437729248235545,0.6055712313594224,2.118033988749895
27,0.7682856207123492,0.6271112715419623,3.5
28,0.703435837738436,0.5586957220785242,2.618033988749895
29,0.8532757846131538,0.7459789977134395,1.5
30,0.6161383641573961,0.5241752066806431,1.4125703849682212
31,0.605683427411353,0.5105668823495041,1.8090169943749475
32,0.6741225279249117,0.6130115509244745,4.853553390593274
33,0.5963633097093851,0.5129287085672409,1.6441228056353685
34,0.692153382158833,0.6085447333617459,6.524838089201685
35,0.667709427840024,0.6020535955397677,2.903943276465977
36,0.5358025922144961,0.4850720232933746,6.9756565627343985
37,0.5682595053725008,0.5026571259024701,4.862641583165593
38,0.7083502495974888,0.6104211176862364,5.736630367986566
39,0.7213143035536186,0.6227166681297515,5.782462088456609
40,0.7429787507513113,0.6675169459436183,5.900500941249542
41,0.7438759804414249,0.6608843009221963,4.901063437750271
42,0.740402047148985,0.668764452712397,4.8
43,0.6941984415754572,0.6139709874980814,2.203952967567417
44,0.6116498858154708,0.5589229488019917,4.785591873450529
45,0.6497674409797227,0.5735061052952317,4.638071187457698
46,0.554563183302443,0.5026569780323856,10.848983401852264
47,0.5103386020551729,0.44877207086508314,4.539905834801357
48,0.47425284784960053,0.40092221683881574,13.147320545449519
49,0.5629831409721946,0.4833066946271569,12.060725323443254
50,0.5402103000387813,0.448170931642758,13.402269105326496
51,0.5162114908977904,0.43752454206768643,12.81492690757991
52,0.5131554864398884,0.4461453043010515,12.70092651821387
53,0.5881576790737646,0.5088291535020444,14.577408779487273
54,0.6453447905188934,0.5645274817517436,11.292962811529641
55,0.6498096969110383,0.5594903382271744,11.700067750371574
56,0.5143672606967707,0.4513979024454822,10.448024389129154
57,0.5113207309568418,0.4514396130465949,7.835926046238189
58,0.5770192168707402,0.49953915657084536,8.63003052102358
59,0.5006597085414987,0.45634348405345676,5.902479576822082
60,0.49372873982147086,0.44346060257847375,3.8585708179668634
61,0.49985458513827374,0.44890897710891986,8.044601432658538
62,0.5779602706729341,0.5074878868328047,10.772040691194709
63,0.5919459978493985,0.5284472894691122,8.223338518973552
64,0.5535838118151233,0.5071136637727703,5.3083261120685235
65,0.5485085469336453,0.5058378813252992,7.526179035325026
66,0.5925865374520105,0.5300477221335925,6.7193562355484975
67,0.6724046654302084,0.6030377535569463,9.285889206479233
68,0.6567340522929307,0.5788365805996398,10.389619960398585
69,0.6801150384748627,0.6118101350028639,8.947015907462793
70,0.6237406388578117,0.5570066805806196,8.411946257989065
71,0.6249971478481566,0.572081113272674,9.429917225459354
72,0.6670466520569894,0.5971787929933201,9.134461952659661
73,0.6624635613277193,0.6200461234679334,1.5946110943097687
74,0.6578605042746986,0.615144067375238,1.6283350910954528
75,0.7493891526088027,0.695990868325838,2.02704627669473
76,0.9262861806037055,0.865799317470613,1.9772699034745351
77,0.9222054168167337,0.863286601361423,2.412899020449196
78,0.917020514630534,0.8533205685975901,3.2205832853449885
79,0.9243902541465276,0.863287434782847,2.9625118400082533
80,0.8925866679067239,0.8208283122933617,3.901516460401394
81,0.9099481952335846,0.8458496203359187,3.8646965503745063
82,0.7461138931054824,0.6913716032717198,2.580265182998319
83,0.8663656488431447,0.7784944811749286,3.8047645087751825
84,0.8938329924722385,0.8144133430823426,3.2265289338529084
85,0.8507802722174415,0.7543535240531801,2.175866647860092
