Model,Dice,Dice_Std,IoU,IoU_Std,HD95,HD95_Std,Params (M)
TransUNet (Ours),0.7041818350253549,0.3039167312923635,0.6135232697965669,0.3035398983525314,11.312275376130083,17.99881497461344,98.937454
